Starostni_razred,SNOMED_CT,Naziv,Datum_cepljenja,st_cepljenj
b: 18 - 59 let,840534001,COVID-19,2024-11-06,85
b: 18 - 59 let,840534001,COVID-19,2024-11-09,15
b: 18 - 59 let,840534001,COVID-19,2024-11-16,7
b: 18 - 59 let,840534001,COVID-19,2024-11-19,103
b: 18 - 59 let,840534001,COVID-19,2024-11-22,89
b: 18 - 59 let,840534001,COVID-19,2024-11-29,51
b: 18 - 59 let,840534001,COVID-19,2024-12-02,20
b: 18 - 59 let,840534001,COVID-19,2024-12-05,60
b: 18 - 59 let,840534001,COVID-19,2024-12-18,8
b: 18 - 59 let,840534001,COVID-19,2024-12-24,4
b: 18 - 59 let,840534001,COVID-19,2024-12-31,1
b: 18 - 59 let,840534001,COVID-19,2025-01-03,2
b: 18 - 59 let,840534001,COVID-19,2025-01-06,3
b: 18 - 59 let,840534001,COVID-19,2025-01-09,40
b: 18 - 59 let,840534001,COVID-19,2025-01-13,10
b: 18 - 59 let,840534001,COVID-19,2025-01-16,26
b: 18 - 59 let,840534001,COVID-19,2025-01-22,5
b: 18 - 59 let,840534001,COVID-19,2025-01-29,5
b: 18 - 59 let,840534001,COVID-19,2025-02-04,2
b: 18 - 59 let,840534001,COVID-19,2025-02-07,3
b: 18 - 59 let,840534001,COVID-19,2025-02-17,1
b: 18 - 59 let,840534001,COVID-19,2025-02-20,1
b: 18 - 59 let,840534001,COVID-19,2025-03-31,3
b: 18 - 59 let,840534001,COVID-19,2025-04-22,1
b: 18 - 59 let,840534001,COVID-19,2025-06-03,1
b: 18 - 59 let,840534001,COVID-19,2025-06-06,2
b: 18 - 59 let,840534001,COVID-19,2025-06-13,2
b: 18 - 59 let,840534001,COVID-19,2025-07-08,1
b: 18 - 59 let,840534001,COVID-19,2025-07-24,1
b: 18 - 59 let,840534001,COVID-19,2025-09-04,5
b: 18 - 59 let,840534001,COVID-19,2025-09-17,1
b: 18 - 59 let,840534001,COVID-19,2025-09-30,13
b: 18 - 59 let,840534001,COVID-19,2025-10-03,2
b: 18 - 59 let,840534001,COVID-19,2025-10-06,7
b: 18 - 59 let,840534001,COVID-19,2025-10-13,7
b: 18 - 59 let,840534001,COVID-19,2025-10-16,29
b: 18 - 59 let,840534001,COVID-19,2025-10-22,163
b: 18 - 59 let,840534001,COVID-19,2025-10-29,105
b: 18 - 59 let,840534001,COVID-19,2025-11-04,265
b: 18 - 59 let,840534001,COVID-19,2025-11-11,121
b: 18 - 59 let,840534001,COVID-19,2025-11-14,110
b: 18 - 59 let,840534001,COVID-19,2025-11-17,74
b: 18 - 59 let,840534001,COVID-19,2025-11-20,105
b: 18 - 59 let,840534001,COVID-19,2025-11-27,59
b: 18 - 59 let,46233009,Gripa,2023-09-28,3
b: 18 - 59 let,46233009,Gripa,2023-10-02,62
b: 18 - 59 let,46233009,Gripa,2023-10-05,161
b: 18 - 59 let,46233009,Gripa,2023-10-11,428
b: 18 - 59 let,46233009,Gripa,2023-10-18,477
b: 18 - 59 let,46233009,Gripa,2023-10-21,321
b: 18 - 59 let,46233009,Gripa,2023-10-24,672
b: 18 - 59 let,46233009,Gripa,2023-10-27,655
b: 18 - 59 let,46233009,Gripa,2023-11-03,308
b: 18 - 59 let,46233009,Gripa,2023-11-06,525
b: 18 - 59 let,46233009,Gripa,2023-11-09,922
b: 18 - 59 let,46233009,Gripa,2023-11-12,5
b: 18 - 59 let,46233009,Gripa,2023-11-16,505
b: 18 - 59 let,46233009,Gripa,2023-11-19,1
b: 18 - 59 let,46233009,Gripa,2023-11-22,559
b: 18 - 59 let,46233009,Gripa,2023-11-25,23
b: 18 - 59 let,46233009,Gripa,2023-12-02,42
b: 18 - 59 let,46233009,Gripa,2023-12-05,225
b: 18 - 59 let,46233009,Gripa,2023-12-08,166
b: 18 - 59 let,46233009,Gripa,2023-12-11,164
b: 18 - 59 let,46233009,Gripa,2023-12-18,95
b: 18 - 59 let,46233009,Gripa,2023-12-21,211
b: 18 - 59 let,46233009,Gripa,2023-12-27,39
b: 18 - 59 let,46233009,Gripa,2024-01-03,40
b: 18 - 59 let,46233009,Gripa,2024-01-06,1
b: 18 - 59 let,46233009,Gripa,2024-01-09,77
b: 18 - 59 let,46233009,Gripa,2024-01-16,63
b: 18 - 59 let,46233009,Gripa,2024-01-19,26
b: 18 - 59 let,46233009,Gripa,2024-01-22,25
b: 18 - 59 let,46233009,Gripa,2024-01-25,36
b: 18 - 59 let,46233009,Gripa,2024-02-01,25
b: 18 - 59 let,46233009,Gripa,2024-02-07,9
b: 18 - 59 let,46233009,Gripa,2024-02-20,4
b: 18 - 59 let,46233009,Gripa,2024-02-23,3
b: 18 - 59 let,46233009,Gripa,2024-03-01,4
b: 18 - 59 let,46233009,Gripa,2024-03-07,2
b: 18 - 59 let,46233009,Gripa,2024-03-20,2
b: 18 - 59 let,46233009,Gripa,2024-04-05,1
b: 18 - 59 let,46233009,Gripa,2024-04-08,1
b: 18 - 59 let,46233009,Gripa,2024-04-15,1
b: 18 - 59 let,46233009,Gripa,2024-10-02,127
b: 18 - 59 let,46233009,Gripa,2024-10-08,502
b: 18 - 59 let,46233009,Gripa,2024-10-15,551
b: 18 - 59 let,46233009,Gripa,2024-10-18,691
b: 18 - 59 let,46233009,Gripa,2024-10-21,562
b: 18 - 59 let,46233009,Gripa,2024-10-28,346
b: 18 - 59 let,46233009,Gripa,2024-11-03,1
b: 18 - 59 let,46233009,Gripa,2024-11-06,682
b: 18 - 59 let,46233009,Gripa,2024-11-13,727
b: 18 - 59 let,46233009,Gripa,2024-11-16,73
b: 18 - 59 let,46233009,Gripa,2024-11-19,585
b: 18 - 59 let,46233009,Gripa,2024-11-22,550
b: 18 - 59 let,46233009,Gripa,2024-11-29,269
b: 18 - 59 let,46233009,Gripa,2024-12-02,206
b: 18 - 59 let,46233009,Gripa,2024-12-05,287
b: 18 - 59 let,46233009,Gripa,2024-12-08,10
b: 18 - 59 let,46233009,Gripa,2024-12-12,157
b: 18 - 59 let,46233009,Gripa,2024-12-18,75
b: 18 - 59 let,46233009,Gripa,2024-12-28,1
b: 18 - 59 let,46233009,Gripa,2024-12-31,28
b: 18 - 59 let,46233009,Gripa,2025-01-03,25
b: 18 - 59 let,46233009,Gripa,2025-01-06,134
b: 18 - 59 let,46233009,Gripa,2025-01-13,159
b: 18 - 59 let,46233009,Gripa,2025-01-16,169
b: 18 - 59 let,46233009,Gripa,2025-01-19,2
b: 18 - 59 let,46233009,Gripa,2025-01-22,94
b: 18 - 59 let,46233009,Gripa,2025-01-29,29
b: 18 - 59 let,46233009,Gripa,2025-02-04,20
b: 18 - 59 let,46233009,Gripa,2025-02-11,14
b: 18 - 59 let,46233009,Gripa,2025-02-14,7
b: 18 - 59 let,46233009,Gripa,2025-02-17,12
b: 18 - 59 let,46233009,Gripa,2025-02-20,17
b: 18 - 59 let,46233009,Gripa,2025-02-27,9
b: 18 - 59 let,46233009,Gripa,2025-03-05,4
b: 18 - 59 let,46233009,Gripa,2025-03-21,1
b: 18 - 59 let,46233009,Gripa,2025-04-22,2
b: 18 - 59 let,46233009,Gripa,2025-10-10,24
b: 18 - 59 let,46233009,Gripa,2025-10-13,56
b: 18 - 59 let,46233009,Gripa,2025-10-16,99
b: 18 - 59 let,46233009,Gripa,2025-10-26,1
b: 18 - 59 let,46233009,Gripa,2025-10-29,875
b: 18 - 59 let,46233009,Gripa,2025-11-01,8
b: 18 - 59 let,46233009,Gripa,2025-11-04,1648
b: 18 - 59 let,46233009,Gripa,2025-11-11,1112
b: 18 - 59 let,46233009,Gripa,2025-11-14,1027
b: 18 - 59 let,46233009,Gripa,2025-11-17,954
b: 18 - 59 let,46233009,Gripa,2025-11-24,528
b: 18 - 59 let,46233009,Gripa,2025-11-27,587
c: 60 - 69 let,46233009,Gripa,2023-09-28,4
c: 60 - 69 let,46233009,Gripa,2023-10-04,137
c: 60 - 69 let,46233009,Gripa,2023-10-07,23
c: 60 - 69 let,46233009,Gripa,2023-10-14,16
c: 60 - 69 let,46233009,Gripa,2023-10-17,868
c: 60 - 69 let,46233009,Gripa,2023-10-20,732
c: 60 - 69 let,46233009,Gripa,2023-10-27,721
c: 60 - 69 let,46233009,Gripa,2023-10-30,143
c: 60 - 69 let,46233009,Gripa,2023-11-02,379
c: 60 - 69 let,46233009,Gripa,2023-11-12,2
c: 60 - 69 let,46233009,Gripa,2023-11-15,586
c: 60 - 69 let,46233009,Gripa,2023-11-18,34
c: 60 - 69 let,46233009,Gripa,2023-11-21,487
c: 60 - 69 let,46233009,Gripa,2023-11-28,422
c: 60 - 69 let,46233009,Gripa,2023-12-01,276
c: 60 - 69 let,46233009,Gripa,2023-12-04,189
c: 60 - 69 let,46233009,Gripa,2023-12-11,145
c: 60 - 69 let,46233009,Gripa,2023-12-14,191
c: 60 - 69 let,46233009,Gripa,2023-12-20,112
c: 60 - 69 let,46233009,Gripa,2023-12-27,22
c: 60 - 69 let,46233009,Gripa,2024-01-05,87
c: 60 - 69 let,46233009,Gripa,2024-01-12,51
c: 60 - 69 let,46233009,Gripa,2024-01-15,24
c: 60 - 69 let,46233009,Gripa,2024-01-18,45
c: 60 - 69 let,46233009,Gripa,2024-01-25,30
c: 60 - 69 let,46233009,Gripa,2024-01-31,16
c: 60 - 69 let,46233009,Gripa,2024-02-13,7
c: 60 - 69 let,46233009,Gripa,2024-02-16,1
c: 60 - 69 let,46233009,Gripa,2024-02-19,2
c: 60 - 69 let,46233009,Gripa,2024-02-26,1
c: 60 - 69 let,46233009,Gripa,2024-02-29,1
c: 60 - 69 let,46233009,Gripa,2024-03-19,2
c: 60 - 69 let,46233009,Gripa,2024-03-29,1
c: 60 - 69 let,46233009,Gripa,2024-09-25,5
c: 60 - 69 let,46233009,Gripa,2024-09-28,4
c: 60 - 69 let,46233009,Gripa,2024-10-01,115
c: 60 - 69 let,46233009,Gripa,2024-10-08,844
c: 60 - 69 let,46233009,Gripa,2024-10-11,737
c: 60 - 69 let,46233009,Gripa,2024-10-14,655
c: 60 - 69 let,46233009,Gripa,2024-10-17,1108
c: 60 - 69 let,46233009,Gripa,2024-10-24,1343
c: 60 - 69 let,46233009,Gripa,2024-10-27,1
c: 60 - 69 let,46233009,Gripa,2024-10-30,307
c: 60 - 69 let,46233009,Gripa,2024-11-02,145
c: 60 - 69 let,46233009,Gripa,2024-11-09,217
c: 60 - 69 let,46233009,Gripa,2024-11-12,682
c: 60 - 69 let,46233009,Gripa,2024-11-15,458
c: 60 - 69 let,46233009,Gripa,2024-11-22,444
c: 60 - 69 let,46233009,Gripa,2024-11-25,239
c: 60 - 69 let,46233009,Gripa,2024-11-28,367
c: 60 - 69 let,46233009,Gripa,2024-12-08,5
c: 60 - 69 let,46233009,Gripa,2024-12-11,118
c: 60 - 69 let,46233009,Gripa,2024-12-17,138
c: 60 - 69 let,46233009,Gripa,2024-12-24,16
c: 60 - 69 let,46233009,Gripa,2024-12-27,5
c: 60 - 69 let,46233009,Gripa,2024-12-30,16
c: 60 - 69 let,46233009,Gripa,2025-01-06,75
c: 60 - 69 let,46233009,Gripa,2025-01-09,317
c: 60 - 69 let,46233009,Gripa,2025-01-15,95
c: 60 - 69 let,46233009,Gripa,2025-01-22,38
c: 60 - 69 let,46233009,Gripa,2025-01-28,26
c: 60 - 69 let,46233009,Gripa,2025-01-31,17
c: 60 - 69 let,46233009,Gripa,2025-02-07,6
c: 60 - 69 let,46233009,Gripa,2025-02-10,5
c: 60 - 69 let,46233009,Gripa,2025-02-13,7
c: 60 - 69 let,46233009,Gripa,2025-02-20,10
c: 60 - 69 let,46233009,Gripa,2025-02-26,4
c: 60 - 69 let,46233009,Gripa,2025-04-15,1
c: 60 - 69 let,46233009,Gripa,2025-05-08,1
c: 60 - 69 let,46233009,Gripa,2025-05-30,1
c: 60 - 69 let,46233009,Gripa,2025-10-06,1
c: 60 - 69 let,46233009,Gripa,2025-10-09,11
c: 60 - 69 let,46233009,Gripa,2025-10-22,2429
c: 60 - 69 let,46233009,Gripa,2025-10-25,265
c: 60 - 69 let,46233009,Gripa,2025-10-28,1296
c: 60 - 69 let,46233009,Gripa,2025-11-04,1843
c: 60 - 69 let,46233009,Gripa,2025-11-07,1790
c: 60 - 69 let,46233009,Gripa,2025-11-10,977
c: 60 - 69 let,46233009,Gripa,2025-11-13,1016
c: 60 - 69 let,46233009,Gripa,2025-11-20,773
c: 60 - 69 let,46233009,Gripa,2025-11-26,447
b: 18 - 59 let,46233009,Gripa,2025-02-18,9
b: 18 - 59 let,46233009,Gripa,2025-02-21,5
b: 18 - 59 let,46233009,Gripa,2025-02-24,3
b: 18 - 59 let,46233009,Gripa,2025-03-06,5
b: 18 - 59 let,46233009,Gripa,2025-03-12,4
b: 18 - 59 let,46233009,Gripa,2025-03-19,2
b: 18 - 59 let,46233009,Gripa,2025-03-25,4
b: 18 - 59 let,46233009,Gripa,2025-04-23,3
b: 18 - 59 let,46233009,Gripa,2025-05-19,2
b: 18 - 59 let,46233009,Gripa,2025-05-22,1
b: 18 - 59 let,46233009,Gripa,2025-10-07,10
b: 18 - 59 let,46233009,Gripa,2025-10-14,236
b: 18 - 59 let,46233009,Gripa,2025-10-17,183
b: 18 - 59 let,46233009,Gripa,2025-10-20,1815
b: 18 - 59 let,46233009,Gripa,2025-10-23,1460
b: 18 - 59 let,46233009,Gripa,2025-10-30,789
b: 18 - 59 let,46233009,Gripa,2025-11-02,1
b: 18 - 59 let,46233009,Gripa,2025-11-05,1568
b: 18 - 59 let,46233009,Gripa,2025-11-08,254
b: 18 - 59 let,46233009,Gripa,2025-11-15,184
b: 18 - 59 let,46233009,Gripa,2025-11-18,981
b: 18 - 59 let,46233009,Gripa,2025-11-21,653
c: 60 - 69 let,840534001,COVID-19,2023-09-20,1
c: 60 - 69 let,840534001,COVID-19,2023-10-10,139
c: 60 - 69 let,840534001,COVID-19,2023-10-13,93
c: 60 - 69 let,840534001,COVID-19,2023-10-16,89
c: 60 - 69 let,840534001,COVID-19,2023-10-19,264
c: 60 - 69 let,840534001,COVID-19,2023-10-26,388
c: 60 - 69 let,840534001,COVID-19,2023-11-04,60
c: 60 - 69 let,840534001,COVID-19,2023-11-11,67
c: 60 - 69 let,840534001,COVID-19,2023-11-14,144
c: 60 - 69 let,840534001,COVID-19,2023-11-17,130
c: 60 - 69 let,840534001,COVID-19,2023-11-24,137
c: 60 - 69 let,840534001,COVID-19,2023-11-27,23
c: 60 - 69 let,840534001,COVID-19,2023-11-30,248
c: 60 - 69 let,840534001,COVID-19,2023-12-13,96
c: 60 - 69 let,840534001,COVID-19,2023-12-19,47
c: 60 - 69 let,840534001,COVID-19,2023-12-29,3
c: 60 - 69 let,840534001,COVID-19,2024-01-04,31
c: 60 - 69 let,840534001,COVID-19,2024-01-08,10
c: 60 - 69 let,840534001,COVID-19,2024-01-11,56
c: 60 - 69 let,840534001,COVID-19,2024-01-17,18
c: 60 - 69 let,840534001,COVID-19,2024-01-24,4
c: 60 - 69 let,840534001,COVID-19,2024-01-30,6
c: 60 - 69 let,840534001,COVID-19,2024-02-12,3
c: 60 - 69 let,840534001,COVID-19,2024-02-15,4
c: 60 - 69 let,840534001,COVID-19,2024-02-28,3
c: 60 - 69 let,840534001,COVID-19,2024-03-12,1
c: 60 - 69 let,840534001,COVID-19,2024-03-18,1
c: 60 - 69 let,840534001,COVID-19,2024-03-25,3
c: 60 - 69 let,840534001,COVID-19,2024-04-10,1
c: 60 - 69 let,840534001,COVID-19,2024-05-09,1
c: 60 - 69 let,840534001,COVID-19,2024-06-13,1
c: 60 - 69 let,840534001,COVID-19,2024-09-11,1
c: 60 - 69 let,840534001,COVID-19,2024-09-27,14
c: 60 - 69 let,840534001,COVID-19,2024-10-07,41
c: 60 - 69 let,840534001,COVID-19,2024-10-10,107
c: 60 - 69 let,840534001,COVID-19,2024-10-16,88
c: 60 - 69 let,840534001,COVID-19,2024-10-23,109
c: 60 - 69 let,840534001,COVID-19,2024-10-26,35
c: 60 - 69 let,840534001,COVID-19,2024-10-29,78
c: 60 - 69 let,840534001,COVID-19,2024-11-05,136
c: 60 - 69 let,840534001,COVID-19,2024-11-08,104
c: 60 - 69 let,840534001,COVID-19,2024-11-11,45
c: 60 - 69 let,840534001,COVID-19,2024-11-14,146
c: 60 - 69 let,840534001,COVID-19,2024-11-21,82
c: 60 - 69 let,840534001,COVID-19,2024-11-27,27
c: 60 - 69 let,840534001,COVID-19,2024-12-10,24
c: 60 - 69 let,840534001,COVID-19,2024-12-13,23
c: 60 - 69 let,840534001,COVID-19,2024-12-20,22
c: 60 - 69 let,840534001,COVID-19,2024-12-23,5
c: 60 - 69 let,840534001,COVID-19,2025-01-08,24
c: 60 - 69 let,840534001,COVID-19,2025-01-14,20
c: 60 - 69 let,840534001,COVID-19,2025-01-21,10
c: 60 - 69 let,840534001,COVID-19,2025-01-24,3
c: 60 - 69 let,840534001,COVID-19,2025-01-27,3
c: 60 - 69 let,840534001,COVID-19,2025-02-03,2
c: 60 - 69 let,840534001,COVID-19,2025-02-06,7
c: 60 - 69 let,840534001,COVID-19,2025-02-19,2
c: 60 - 69 let,840534001,COVID-19,2025-03-07,1
c: 60 - 69 let,840534001,COVID-19,2025-03-13,1
c: 60 - 69 let,840534001,COVID-19,2025-06-05,1
c: 60 - 69 let,840534001,COVID-19,2025-07-04,2
c: 60 - 69 let,840534001,COVID-19,2025-09-12,3
c: 60 - 69 let,840534001,COVID-19,2025-09-19,2
c: 60 - 69 let,840534001,COVID-19,2025-09-25,13
c: 60 - 69 let,840534001,COVID-19,2025-10-02,7
c: 60 - 69 let,840534001,COVID-19,2025-10-08,2
c: 60 - 69 let,840534001,COVID-19,2025-10-21,247
c: 60 - 69 let,840534001,COVID-19,2025-10-24,150
c: 60 - 69 let,840534001,COVID-19,2025-10-27,82
c: 60 - 69 let,840534001,COVID-19,2025-11-03,113
c: 60 - 69 let,840534001,COVID-19,2025-11-06,186
c: 60 - 69 let,840534001,COVID-19,2025-11-12,104
c: 60 - 69 let,840534001,COVID-19,2025-11-19,94
c: 60 - 69 let,840534001,COVID-19,2025-11-22,40
c: 60 - 69 let,840534001,COVID-19,2025-11-25,51
d: 70 - 79 let,46233009,Gripa,2023-09-29,12
d: 70 - 79 let,46233009,Gripa,2023-10-02,68
d: 70 - 79 let,46233009,Gripa,2023-10-09,511
d: 70 - 79 let,46233009,Gripa,2023-10-12,863
d: 70 - 79 let,46233009,Gripa,2023-10-18,1165
d: 70 - 79 let,46233009,Gripa,2023-10-25,1087
d: 70 - 79 let,46233009,Gripa,2023-10-28,175
d: 70 - 79 let,46233009,Gripa,2023-11-07,1231
d: 70 - 79 let,46233009,Gripa,2023-11-10,784
d: 70 - 79 let,46233009,Gripa,2023-11-13,584
d: 70 - 79 let,46233009,Gripa,2023-11-16,706
d: 70 - 79 let,46233009,Gripa,2023-11-23,671
d: 70 - 79 let,46233009,Gripa,2023-11-29,387
d: 70 - 79 let,46233009,Gripa,2023-12-02,18
d: 70 - 79 let,46233009,Gripa,2023-12-09,2
d: 70 - 79 let,46233009,Gripa,2023-12-12,220
d: 70 - 79 let,46233009,Gripa,2023-12-15,172
d: 70 - 79 let,46233009,Gripa,2023-12-22,99
d: 70 - 79 let,46233009,Gripa,2023-12-28,31
d: 70 - 79 let,46233009,Gripa,2024-01-10,75
d: 70 - 79 let,46233009,Gripa,2024-01-16,44
d: 70 - 79 let,46233009,Gripa,2024-01-23,25
d: 70 - 79 let,46233009,Gripa,2024-01-26,29
d: 70 - 79 let,46233009,Gripa,2024-01-29,5
d: 70 - 79 let,46233009,Gripa,2024-02-01,14
d: 70 - 79 let,46233009,Gripa,2024-02-05,3
d: 70 - 79 let,46233009,Gripa,2024-02-14,12
d: 70 - 79 let,46233009,Gripa,2024-02-21,5
d: 70 - 79 let,46233009,Gripa,2024-02-27,1
d: 70 - 79 let,46233009,Gripa,2024-03-01,1
d: 70 - 79 let,46233009,Gripa,2024-03-11,1
d: 70 - 79 let,46233009,Gripa,2024-09-26,15
d: 70 - 79 let,46233009,Gripa,2024-10-09,883
d: 70 - 79 let,46233009,Gripa,2024-10-12,9
d: 70 - 79 let,46233009,Gripa,2024-10-19,434
d: 70 - 79 let,46233009,Gripa,2024-10-22,1243
d: 70 - 79 let,46233009,Gripa,2024-10-25,1164
d: 70 - 79 let,46233009,Gripa,2024-10-28,645
d: 70 - 79 let,46233009,Gripa,2024-11-04,589
d: 70 - 79 let,46233009,Gripa,2024-11-07,831
d: 70 - 79 let,46233009,Gripa,2024-11-13,794
d: 70 - 79 let,46233009,Gripa,2024-11-20,410
d: 70 - 79 let,46233009,Gripa,2024-11-23,131
d: 70 - 79 let,46233009,Gripa,2024-11-26,479
d: 70 - 79 let,46233009,Gripa,2024-12-03,283
d: 70 - 79 let,46233009,Gripa,2024-12-06,213
d: 70 - 79 let,46233009,Gripa,2024-12-09,106
d: 70 - 79 let,46233009,Gripa,2024-12-12,196
d: 70 - 79 let,46233009,Gripa,2024-12-19,149
d: 70 - 79 let,46233009,Gripa,2025-01-04,1
d: 70 - 79 let,46233009,Gripa,2025-01-07,397
d: 70 - 79 let,46233009,Gripa,2025-01-10,290
d: 70 - 79 let,46233009,Gripa,2025-01-17,169
d: 70 - 79 let,46233009,Gripa,2025-01-20,50
d: 70 - 79 let,46233009,Gripa,2025-01-23,74
d: 70 - 79 let,46233009,Gripa,2025-02-05,12
d: 70 - 79 let,46233009,Gripa,2025-02-11,5
d: 70 - 79 let,46233009,Gripa,2025-02-18,8
d: 70 - 79 let,46233009,Gripa,2025-02-21,8
d: 70 - 79 let,46233009,Gripa,2025-02-24,2
d: 70 - 79 let,46233009,Gripa,2025-02-27,5
d: 70 - 79 let,46233009,Gripa,2025-03-03,1
d: 70 - 79 let,46233009,Gripa,2025-03-06,2
d: 70 - 79 let,46233009,Gripa,2025-03-19,1
d: 70 - 79 let,46233009,Gripa,2025-03-28,2
d: 70 - 79 let,46233009,Gripa,2025-10-07,9
d: 70 - 79 let,46233009,Gripa,2025-10-10,44
d: 70 - 79 let,46233009,Gripa,2025-10-17,185
d: 70 - 79 let,46233009,Gripa,2025-10-20,2817
d: 70 - 79 let,46233009,Gripa,2025-10-23,2513
d: 70 - 79 let,46233009,Gripa,2025-10-26,1
d: 70 - 79 let,46233009,Gripa,2025-10-30,943
d: 70 - 79 let,46233009,Gripa,2025-11-05,1941
d: 70 - 79 let,46233009,Gripa,2025-11-08,573
d: 70 - 79 let,46233009,Gripa,2025-11-15,335
d: 70 - 79 let,46233009,Gripa,2025-11-18,887
d: 70 - 79 let,46233009,Gripa,2025-11-21,676
d: 70 - 79 let,46233009,Gripa,2025-11-24,466
c: 60 - 69 let,840534001,COVID-19,2023-09-29,1
c: 60 - 69 let,840534001,COVID-19,2023-10-06,16
c: 60 - 69 let,840534001,COVID-19,2023-10-09,71
c: 60 - 69 let,840534001,COVID-19,2023-10-12,150
c: 60 - 69 let,840534001,COVID-19,2023-10-25,243
c: 60 - 69 let,840534001,COVID-19,2023-10-28,46
c: 60 - 69 let,840534001,COVID-19,2023-11-07,173
c: 60 - 69 let,840534001,COVID-19,2023-11-10,141
c: 60 - 69 let,840534001,COVID-19,2023-11-13,66
c: 60 - 69 let,840534001,COVID-19,2023-11-16,188
c: 60 - 69 let,840534001,COVID-19,2023-11-20,88
c: 60 - 69 let,840534001,COVID-19,2023-11-23,162
c: 60 - 69 let,840534001,COVID-19,2023-11-29,111
c: 60 - 69 let,840534001,COVID-19,2023-12-06,109
c: 60 - 69 let,840534001,COVID-19,2023-12-09,1
c: 60 - 69 let,840534001,COVID-19,2023-12-12,73
c: 60 - 69 let,840534001,COVID-19,2023-12-15,60
c: 60 - 69 let,840534001,COVID-19,2023-12-22,52
c: 60 - 69 let,840534001,COVID-19,2023-12-28,35
c: 60 - 69 let,840534001,COVID-19,2024-01-10,42
c: 60 - 69 let,840534001,COVID-19,2024-01-23,5
c: 60 - 69 let,840534001,COVID-19,2024-01-26,13
c: 60 - 69 let,840534001,COVID-19,2024-01-29,1
c: 60 - 69 let,840534001,COVID-19,2024-02-21,2
c: 60 - 69 let,840534001,COVID-19,2024-03-05,1
c: 60 - 69 let,840534001,COVID-19,2024-03-21,1
c: 60 - 69 let,840534001,COVID-19,2024-05-14,1
c: 60 - 69 let,840534001,COVID-19,2024-05-21,1
c: 60 - 69 let,840534001,COVID-19,2024-08-06,1
c: 60 - 69 let,840534001,COVID-19,2024-09-10,1
c: 60 - 69 let,840534001,COVID-19,2024-09-17,1
c: 60 - 69 let,840534001,COVID-19,2024-09-20,4
c: 60 - 69 let,840534001,COVID-19,2024-09-23,1
c: 60 - 69 let,840534001,COVID-19,2024-09-26,4
c: 60 - 69 let,840534001,COVID-19,2024-10-03,24
c: 60 - 69 let,840534001,COVID-19,2024-10-09,69
c: 60 - 69 let,840534001,COVID-19,2024-10-19,50
c: 60 - 69 let,840534001,COVID-19,2024-10-22,159
c: 60 - 69 let,840534001,COVID-19,2024-10-25,173
c: 60 - 69 let,840534001,COVID-19,2024-11-04,64
c: 60 - 69 let,840534001,COVID-19,2024-11-07,113
c: 60 - 69 let,840534001,COVID-19,2024-11-20,39
c: 60 - 69 let,840534001,COVID-19,2024-11-23,21
c: 60 - 69 let,840534001,COVID-19,2024-11-26,64
c: 60 - 69 let,840534001,COVID-19,2024-12-03,29
c: 60 - 69 let,840534001,COVID-19,2024-12-06,29
c: 60 - 69 let,840534001,COVID-19,2024-12-09,17
c: 60 - 69 let,840534001,COVID-19,2024-12-16,6
c: 60 - 69 let,840534001,COVID-19,2024-12-19,31
c: 60 - 69 let,840534001,COVID-19,2025-01-07,20
c: 60 - 69 let,840534001,COVID-19,2025-01-10,29
c: 60 - 69 let,840534001,COVID-19,2025-01-17,11
c: 60 - 69 let,840534001,COVID-19,2025-01-20,6
c: 60 - 69 let,840534001,COVID-19,2025-01-23,11
c: 60 - 69 let,840534001,COVID-19,2025-01-30,5
c: 60 - 69 let,840534001,COVID-19,2025-02-05,4
c: 60 - 69 let,840534001,COVID-19,2025-02-21,3
c: 60 - 69 let,840534001,COVID-19,2025-05-22,1
c: 60 - 69 let,840534001,COVID-19,2025-09-05,1
c: 60 - 69 let,840534001,COVID-19,2025-09-08,1
c: 60 - 69 let,840534001,COVID-19,2025-09-18,4
c: 60 - 69 let,840534001,COVID-19,2025-10-07,5
c: 60 - 69 let,840534001,COVID-19,2025-10-14,11
c: 60 - 69 let,840534001,COVID-19,2025-10-17,6
c: 60 - 69 let,840534001,COVID-19,2025-10-20,320
c: 60 - 69 let,840534001,COVID-19,2025-10-23,190
c: 60 - 69 let,840534001,COVID-19,2025-10-30,110
c: 60 - 69 let,840534001,COVID-19,2025-11-05,137
c: 60 - 69 let,840534001,COVID-19,2025-11-08,65
c: 60 - 69 let,840534001,COVID-19,2025-11-15,44
c: 60 - 69 let,840534001,COVID-19,2025-11-18,109
c: 60 - 69 let,840534001,COVID-19,2025-11-21,72
b: 18 - 59 let,840534001,COVID-19,2023-09-08,17
b: 18 - 59 let,840534001,COVID-19,2023-09-21,2
b: 18 - 59 let,840534001,COVID-19,2023-10-04,3
b: 18 - 59 let,840534001,COVID-19,2023-10-07,8
b: 18 - 59 let,840534001,COVID-19,2023-10-10,75
b: 18 - 59 let,840534001,COVID-19,2023-10-17,93
b: 18 - 59 let,840534001,COVID-19,2023-10-20,133
b: 18 - 59 let,840534001,COVID-19,2023-10-23,63
b: 18 - 59 let,840534001,COVID-19,2023-10-26,288
b: 18 - 59 let,840534001,COVID-19,2023-11-02,83
b: 18 - 59 let,840534001,COVID-19,2023-11-08,197
b: 18 - 59 let,840534001,COVID-19,2023-11-15,188
b: 18 - 59 let,840534001,COVID-19,2023-11-18,36
